KEY,URL,NUMBER
北京经济补偿基数,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%B1%B1%BE%A9%BE%AD%BC%C3%B2%B9%B3%A5%BB%F9%CA%FD,18086
阿富汗婚礼爆炸案,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%B0%A2%B8%BB%BA%B9%BB%E9%C0%F1%B1%AC%D5%A8%B0%B8,17660
9名国人被绑架,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=9%C3%FB%B9%FA%C8%CB%B1%BB%B0%F3%BC%DC,17592
范冰冰分手内幕,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%B7%B6%B1%F9%B1%F9%B7%D6%CA%D6%C4%DA%C4%BB,645547
闫妮与男友分手,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%E3%C6%C4%DD%D3%EB%C4%D0%D3%D1%B7%D6%CA%D6,565534
章泽天赴剑桥读书,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%D5%C2%D4%F3%CC%EC%B8%B0%BD%A3%C7%C5%B6%C1%CA%E9,539634
香港机场取消航班,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%CF%E3%B8%DB%BB%FA%B3%A1%C8%A1%CF%FB%BA%BD%B0%E0,479428
上海堡垒作者致歉,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%C9%CF%BA%A3%B1%A4%C0%DD%D7%F7%D5%DF%D6%C2%C7%B8,442216
冯绍峰方否认离婚,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%B7%EB%C9%DC%B7%E5%B7%BD%B7%F1%C8%CF%C0%EB%BB%E9,395379
猪肉价历史最高,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%D6%ED%C8%E2%BC%DB%C0%FA%CA%B7%D7%EE%B8%DF,394758
男孩吃面包身亡,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%C4%D0%BA%A2%B3%D4%C3%E6%B0%FC%C9%ED%CD%F6,375362
人民网四问迪士尼,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%C8%CB%C3%F1%CD%F8%CB%C4%CE%CA%B5%CF%CA%BF%C4%E1,361390
日本移出白名单,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%C8%D5%B1%BE%D2%C6%B3%F6%B0%D7%C3%FB%B5%A5,358181
黄晓明买两台冰箱,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%BB%C6%CF%FE%C3%F7%C2%F2%C1%BD%CC%A8%B1%F9%CF%E4,327225
共青团批评薛之谦,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%B9%B2%C7%E0%CD%C5%C5%FA%C6%C0%D1%A6%D6%AE%C7%AB,315054
腾讯视频道歉,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%CC%DA%D1%B6%CA%D3%C6%B5%B5%C0%C7%B8,305054
吴谢宇承认弑母,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%CE%E2%D0%BB%D3%EE%B3%D0%C8%CF%DF%B1%C4%B8,289602
当总统损失50亿,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%B5%B1%D7%DC%CD%B3%CB%F0%CA%A750%D2%DA,284054
胡歌真的困了,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%BA%FA%B8%E8%D5%E6%B5%C4%C0%A7%C1%CB,282307
美22州起诉特朗普,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%C3%C022%D6%DD%C6%F0%CB%DF%CC%D8%C0%CA%C6%D5,272041
徐冬冬饰演小龙女,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%D0%EC%B6%AC%B6%AC%CA%CE%D1%DD%D0%A1%C1%FA%C5%AE,269639
岳云鹏当爷爷,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%D4%C0%D4%C6%C5%F4%B5%B1%D2%AF%D2%AF,269085
腾讯员工平均月薪,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%CC%DA%D1%B6%D4%B1%B9%A4%C6%BD%BE%F9%D4%C2%D0%BD,262131
冰激淋引起的血案,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%B1%F9%BC%A4%C1%DC%D2%FD%C6%F0%B5%C4%D1%AA%B0%B8,261026
韩国人扎堆到上海,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%BA%AB%B9%FA%C8%CB%D4%FA%B6%D1%B5%BD%C9%CF%BA%A3,255002
武警车队深圳集结,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%CE%E4%BE%AF%B3%B5%B6%D3%C9%EE%DB%DA%BC%AF%BD%E1,253993
王思聪房祖名聚餐,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%CD%F5%CB%BC%B4%CF%B7%BF%D7%E6%C3%FB%BE%DB%B2%CD,242702
美国下起了塑料雨,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%C3%C0%B9%FA%CF%C2%C6%F0%C1%CB%CB%DC%C1%CF%D3%EA,235881
黄晓明中年王子病,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%BB%C6%CF%FE%C3%F7%D6%D0%C4%EA%CD%F5%D7%D3%B2%A1,235001
刘雯终止蔻驰合作,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%C1%F5%F6%A9%D6%D5%D6%B9%DE%A2%B3%DB%BA%CF%D7%F7,232298
上海堡垒票房,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%C9%CF%BA%A3%B1%A4%C0%DD%C6%B1%B7%BF,229235
香港航班恢复正常,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%CF%E3%B8%DB%BA%BD%B0%E0%BB%D6%B8%B4%D5%FD%B3%A3,225733
张艺兴与三星解约,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%D5%C5%D2%D5%D0%CB%D3%EB%C8%FD%D0%C7%BD%E2%D4%BC,216450
46块钱一度电,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=46%BF%E9%C7%AE%D2%BB%B6%C8%B5%E7,214371
关晓彤工作室声明,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%B9%D8%CF%FE%CD%AE%B9%A4%D7%F7%CA%D2%C9%F9%C3%F7,214265
香港机票处置方案,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%CF%E3%B8%DB%BB%FA%C6%B1%B4%A6%D6%C3%B7%BD%B0%B8,213213
施华洛世奇道歉,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%CA%A9%BB%AA%C2%E5%CA%C0%C6%E6%B5%C0%C7%B8,209011
鞋王富贵鸟倒下,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%D0%AC%CD%F5%B8%BB%B9%F3%C4%F1%B5%B9%CF%C2,202465
男子扫码不付钱,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%C4%D0%D7%D3%C9%A8%C2%EB%B2%BB%B8%B6%C7%AE,201916
北师大退档25人,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%B1%B1%CA%A6%B4%F3%CD%CB%B5%B525%C8%CB,200360
范冰冰现身烤羊店,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%B7%B6%B1%F9%B1%F9%CF%D6%C9%ED%BF%BE%D1%F2%B5%EA,198386
爱泼斯坦死亡之谜,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%B0%AE%C6%C3%CB%B9%CC%B9%CB%C0%CD%F6%D6%AE%C3%D5,196188
香港刘娟娟病逝,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%CF%E3%B8%DB%C1%F5%BE%EA%BE%EA%B2%A1%CA%C5,195785
深圳600架无人机,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%C9%EE%DB%DA600%BC%DC%CE%DE%C8%CB%BB%FA,194172
清华大学开学典礼,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%C7%E5%BB%AA%B4%F3%D1%A7%BF%AA%D1%A7%B5%E4%C0%F1,194022
利奇马停止编号,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%C0%FB%C6%E6%C2%ED%CD%A3%D6%B9%B1%E0%BA%C5,190442
哪吒票房破35亿,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%C4%C4%DF%B8%C6%B1%B7%BF%C6%C635%D2%DA,187880
周大生抽检不合格,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%D6%DC%B4%F3%C9%FA%B3%E9%BC%EC%B2%BB%BA%CF%B8%F1,181931
吴谢宇作案动机,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%CE%E2%D0%BB%D3%EE%D7%F7%B0%B8%B6%AF%BB%FA,181409
赵丽颖将补办婚礼,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%D5%D4%C0%F6%D3%B1%BD%AB%B2%B9%B0%EC%BB%E9%C0%F1,180897
中国人造肉将上市,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%D6%D0%B9%FA%C8%CB%D4%EC%C8%E2%BD%AB%C9%CF%CA%D0,180878
哪吒票房破40亿,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%C4%C4%DF%B8%C6%B1%B7%BF%C6%C640%D2%DA,178812
香港191亿纾民困,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%CF%E3%B8%DB191%D2%DA%E7%A3%C3%F1%C0%A7,175244
上海大学副教授失联,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%C9%CF%BA%A3%B4%F3%D1%A7%B8%B1%BD%CC%CA%DA%CA%A7%C1%AA,75221
泰国儒艮宝宝离世,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%CC%A9%B9%FA%C8%E5%F4%DE%B1%A6%B1%A6%C0%EB%CA%C0,67611
钱塘江鬼王潮将至,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%C7%AE%CC%C1%BD%AD%B9%ED%CD%F5%B3%B1%BD%AB%D6%C1,61039
女白领发量剩3成,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%C5%AE%B0%D7%C1%EC%B7%A2%C1%BF%CA%A33%B3%C9,57738
诺基亚7.2曝光,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%C5%B5%BB%F9%D1%C77.2%C6%D8%B9%E2,54353
吕挺被批准为烈士,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%C2%C0%CD%A6%B1%BB%C5%FA%D7%BC%CE%AA%C1%D2%CA%BF,50420
外部势力乱港实录,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%CD%E2%B2%BF%CA%C6%C1%A6%C2%D2%B8%DB%CA%B5%C2%BC,49439
网约车费用1万四,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%CD%F8%D4%BC%B3%B5%B7%D1%D3%C31%CD%F2%CB%C4,49009
这才是中国青年,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%D5%E2%B2%C5%CA%C7%D6%D0%B9%FA%C7%E0%C4%EA,45126
驴友私穿贡嘎去世,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%C2%BF%D3%D1%CB%BD%B4%A9%B9%B1%B8%C2%C8%A5%CA%C0,44924
男孩吃面包身亡,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%C4%D0%BA%A2%B3%D4%C3%E6%B0%FC%C9%ED%CD%F6,41343
两岁男童误吞水银,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%C1%BD%CB%EA%C4%D0%CD%AF%CE%F3%CD%CC%CB%AE%D2%F8,40291
波特兰市警告暴力,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%B2%A8%CC%D8%C0%BC%CA%D0%BE%AF%B8%E6%B1%A9%C1%A6,36351
冰激淋引起的血案,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%B1%F9%BC%A4%C1%DC%D2%FD%C6%F0%B5%C4%D1%AA%B0%B8,36283
江西托管所凶案,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%BD%AD%CE%F7%CD%D0%B9%DC%CB%F9%D0%D7%B0%B8,33804
假扮外卖员打女童,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%BC%D9%B0%E7%CD%E2%C2%F4%D4%B1%B4%F2%C5%AE%CD%AF,32910
男子扫码不付钱,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%C4%D0%D7%D3%C9%A8%C2%EB%B2%BB%B8%B6%C7%AE,32018
联邦快递涉枪被查,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%C1%AA%B0%EE%BF%EC%B5%DD%C9%E6%C7%B9%B1%BB%B2%E9,28144
乘奥迪车闯会场,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%B3%CB%B0%C2%B5%CF%B3%B5%B4%B3%BB%E1%B3%A1,24079
美国海关电脑故障,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%C3%C0%B9%FA%BA%A3%B9%D8%B5%E7%C4%D4%B9%CA%D5%CF,23435
还1.4万要一半房,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%BB%B91.4%CD%F2%D2%AA%D2%BB%B0%EB%B7%BF,23270
北师大退档25人,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%B1%B1%CA%A6%B4%F3%CD%CB%B5%B525%C8%CB,20784
莫斯科大巴事故,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%C4%AA%CB%B9%BF%C6%B4%F3%B0%CD%CA%C2%B9%CA,20148
沈吉线全线封闭,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%C9%F2%BC%AA%CF%DF%C8%AB%CF%DF%B7%E2%B1%D5,19772
香港191亿纾民困,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%CF%E3%B8%DB191%D2%DA%E7%A3%C3%F1%C0%A7,19430
美国下起了塑料雨,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%C3%C0%B9%FA%CF%C2%C6%F0%C1%CB%CB%DC%C1%CF%D3%EA,18758
北京经济补偿基数,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%B1%B1%BE%A9%BE%AD%BC%C3%B2%B9%B3%A5%BB%F9%CA%FD,18086
阿富汗婚礼爆炸案,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%B0%A2%B8%BB%BA%B9%BB%E9%C0%F1%B1%AC%D5%A8%B0%B8,17660
9名国人被绑架,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=9%C3%FB%B9%FA%C8%CB%B1%BB%B0%F3%BC%DC,17592
深圳公安武警练兵,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%C9%EE%DB%DA%B9%AB%B0%B2%CE%E4%BE%AF%C1%B7%B1%F8,16960
韩国人扎堆到上海,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%BA%AB%B9%FA%C8%CB%D4%FA%B6%D1%B5%BD%C9%CF%BA%A3,14047
上海农药仓库火灾,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%C9%CF%BA%A3%C5%A9%D2%A9%B2%D6%BF%E2%BB%F0%D4%D6,12807
反暴力救香港,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%B7%B4%B1%A9%C1%A6%BE%C8%CF%E3%B8%DB,12332
孟加拉贫民窟火灾,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%C3%CF%BC%D3%C0%AD%C6%B6%C3%F1%BF%DF%BB%F0%D4%D6,11952
清华大学开学典礼,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%C7%E5%BB%AA%B4%F3%D1%A7%BF%AA%D1%A7%B5%E4%C0%F1,11582
山东悬赏缉捕逃犯,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%C9%BD%B6%AB%D0%FC%C9%CD%BC%A9%B2%B6%CC%D3%B7%B8,9805
乔家大院重开,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%C7%C7%BC%D2%B4%F3%D4%BA%D6%D8%BF%AA,9582
台湾花莲5.0级地震,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%CC%A8%CD%E5%BB%A8%C1%AB5.0%BC%B6%B5%D8%D5%F0,9439
格陵兰拒绝特朗普,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%B8%F1%C1%EA%C0%BC%BE%DC%BE%F8%CC%D8%C0%CA%C6%D5,9080
捷龙一号首飞成功,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%BD%DD%C1%FA%D2%BB%BA%C5%CA%D7%B7%C9%B3%C9%B9%A6,8791
吉林洪涝黄色预警,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%BC%AA%C1%D6%BA%E9%C0%D4%BB%C6%C9%AB%D4%A4%BE%AF,8659
第十届茅盾文学奖,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%B5%DA%CA%AE%BD%EC%C3%A9%B6%DC%CE%C4%D1%A7%BD%B1,8263
四姑娘山首张罚单,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%CB%C4%B9%C3%C4%EF%C9%BD%CA%D7%D5%C5%B7%A3%B5%A5,8071
国泰航空还将换血,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%B9%FA%CC%A9%BA%BD%BF%D5%BB%B9%BD%AB%BB%BB%D1%AA,7458
